policy_step,tot_loss,policy_loss,value_loss1,value_loss2
0.0,155.56771850585938,0.7398251295089722,76.56752014160156,78.2603759765625
100.0,12.933138847351074,11.4378080368042,0.7374086976051331,0.7579222321510315
200.0,16.714523315429688,15.383271217346191,0.6603697538375854,0.6708841323852539
300.0,19.66790008544922,18.021652221679688,0.7959994077682495,0.8502479791641235
400.0,25.32400894165039,21.333946228027344,1.9453339576721191,2.044728755950928
500.0,23.873390197753903,23.54274559020996,0.1472770273685455,0.1833671182394027
600.0,38.54763412475586,26.645809173583984,5.839134693145752,6.06269121170044
700.0,30.16421127319336,28.809797286987305,0.679446280002594,0.6749658584594727
800.0,32.79085159301758,30.74236488342285,1.0604562759399414,0.9880298376083374
900.0,35.30630874633789,33.77861404418945,0.7559728622436523,0.7717221975326538
1000.0,51.84554290771485,37.40886688232422,7.178760051727295,7.257915019989014
1100.0,44.18995666503906,39.87317657470703,2.12784481048584,2.1889326572418213
1200.0,46.6710319519043,40.65716552734375,2.9707417488098145,3.043124198913574
1300.0,83.04680633544922,40.73015975952149,21.248966217041016,21.06768035888672
1400.0,45.657188415527344,42.712738037109375,1.450279951095581,1.4941704273223877
1500.0,88.47225189208984,46.32938766479492,21.01567268371582,21.1271915435791
1600.0,108.85655212402344,57.24789810180664,25.78239631652832,25.82625770568848
1700.0,57.59955978393555,53.66484069824219,1.915139436721801,2.0195815563201904
1800.0,124.09724426269533,59.93449020385742,32.01932907104492,32.14342498779297
1900.0,129.3914794921875,60.69905853271485,34.36595916748047,34.32646179199219
2000.0,214.2032470703125,59.24281311035156,77.39372253417969,77.56670379638672
2100.0,220.39889526367188,63.56330108642578,78.21467590332031,78.62090301513672
2200.0,123.69801330566406,63.92994689941406,29.97806930541992,29.78999328613281
2300.0,95.50788116455078,71.22737884521484,11.966163635253906,12.314335823059082
2400.0,78.48741149902344,69.85450744628906,4.447723865509033,4.185176849365234
2500.0,79.85099792480469,72.65830993652344,3.5341429710388184,3.658549070358277
2600.0,78.1131591796875,72.71809387207031,2.794743537902832,2.6003189086914062
2700.0,81.37655639648438,71.5972671508789,4.763096809387207,5.016185760498047
